CandidateId,len,year_median,year_last
3844171,1,2014,2014
3844174,1,2013,2013
3844224,1,1997,1997
3844269,3,1988,1988
3844281,1,2000,2000
3844315,3,2009,2009
3844319,1,2016,2016
3844388,1,2011,2011
3844835,1,1982,1982
3845999,1,2014,2014
3846034,1,1988,1988
3846212,2,2012,2015
3846843,1,1987,1987
3850777,2,2008,2011
3850814,1,1997,1997
3850818,1,1998,1998
3850822,1,2007,2007
3850823,1,2018,2018
3850856,1,1996,1996
3850867,1,1997,1997
3850871,1,1994,1994
3850879,1,1995,1995
3850889,2,2003,1997
3850898,1,1987,1987
3850925,4,1989,1991
3850938,1,2017,2017
3850954,1,1997,1997
3850998,1,2009,2009
3851021,2,1995,1995
3851035,1,2011,2011
3851039,1,1998,1998
3851046,1,2017,2017
3851058,2,2008,2008
3851066,1,2018,2018
3851072,1,1988,1988
3851078,1,2013,2013
3851080,2,2012,2012
3851099,1,1998,1998
3851101,1,1979,1979
3851133,1,1997,1997
3851137,1,2010,2010
3851142,1,2017,2017
3851200,1,1989,1989
3851208,1,2016,2016
3851210,2,2002,2002
3851221,1,1996,1996
3851230,1,1990,1990
3851241,1,2008,2008
3851246,1,2014,2014
3851251,1,2009,2009
3851708,1,2004,2004
3852090,1,1988,1988
3852582,1,2001,2001
3852593,1,2009,2009
3852754,1,2007,2007
3854473,1,2012,2012
3855229,2,2006,2006
3857183,2,2019,2019
3857319,2,2017,2017
3857428,1,2009,2009
3857432,1,2015,2015
3857439,1,2013,2013
3857441,1,2017,2017
3857443,1,2018,2018
3857447,3,2004,2004
3857450,1,2007,2007
3857463,2,1994,1994
3857470,1,2014,2014
3857473,2,2011,2011
3857480,1,2018,2018
3857481,2,2009,2009
3857486,1,2009,2009
3857492,1,2014,2014
3857522,2,1987,1987
3857524,1,2000,2000
3857527,1,2000,2000
3857532,1,2015,2015
3857534,1,2012,2012
3857540,1,2019,2019
3857542,1,2005,2005
3857561,1,2010,2010
3857564,1,2012,2012
3857568,1,2018,2018
3857571,1,2014,2014
3857580,2,1984,1984
3857589,1,2018,2018
3857593,1,1996,1996
3857605,1,1993,1993
3859260,4,2019,2019
3860169,1,2004,2004
3860177,1,2014,2014
3860898,1,2013,2013
3861131,1,2006,2006
3861149,1,2016,2016
3861845,2,2006,2006
3861909,1,1987,1987
3863854,3,2008,2008
3863985,1,2011,2011
3863988,1,2000,2000
3864002,1,2007,2007
3864007,2,2016,2011
3864011,2,2008,2005
3864014,1,2012,2012
3864017,1,2016,2016
3864042,1,2009,2009
3864049,1,1996,1996
3864061,1,2011,2011
3864088,1,2006,2006
3864157,1,2011,2011
3864194,1,2009,2009
3864471,1,2013,2013
3864479,1,1993,1993
3865321,1,2014,2014
3865858,2,2017,2017
3866916,1,1995,1995
3866920,1,2016,2016
3866929,1,1987,1987
3866953,1,2020,2020
3870104,1,2006,2006
3870112,1,2005,2005
3870122,1,2005,2005
3870134,2,2004,2020
3870143,2,2018,2012
3870151,1,2001,2001
3870160,1,2005,2005
3870163,1,2015,2015
3870191,1,2016,2016
3870333,1,2017,2017
3870354,1,2007,2007
3871354,1,2000,2000
3871364,1,2011,2011
3871375,3,2000,2000
3871386,2,2016,2016
3871392,1,2006,2006
3874460,1,2018,2018
3874834,2,2006,2006
3874846,3,2011,2011
3874864,1,2010,2010
3874873,1,2013,2013
3874896,2,2011,2011
3876860,1,2004,2004
3876879,2,2013,2013
3876943,1,1978,1978
3876947,1,2008,2008
3877000,1,2018,2018
3877013,2,2018,2013
3877025,1,2008,2008
3877050,1,1997,1997
3877062,1,1998,1998
3877066,1,2003,2003
3877073,2,2003,2003
3877085,1,2017,2017
3877095,1,2007,2007
3877102,1,2020,2020
3877113,2,2016,2006
3877119,1,2016,2016
3877133,2,2008,2008
3877323,2,2016,2016
3877878,1,2010,2010
3877891,1,2001,2001
3877915,1,2016,2016
3880020,2,1992,1992
3880026,1,2003,2003
3880044,1,2015,2015
3880055,2,2008,2008
3884400,1,2003,2003
3884411,1,2010,2010
3884419,2,2020,2015
3884425,1,2007,2007
3884437,2,2008,2008
3884443,1,1996,1996
3884445,1,1994,1994
3884463,1,2011,2011
3884467,1,2016,2016
3884492,1,2011,2011
3884498,1,2003,2003
3884502,1,1993,1993
3884659,1,2015,2015
3884668,1,2015,2015
3884671,1,2013,2013
3884679,1,2015,2015
3884682,3,1998,1998
3884684,1,2008,2008
3884686,1,1998,1998
3884690,1,2006,2006
3884692,1,2011,2011
3884694,1,2005,2005
3885710,1,1994,1994
3885968,1,2000,2000
3885975,1,2006,2006
3885997,1,1994,1994
3886006,1,2006,2006
3886031,1,1999,1999
3886191,1,2013,2013
3887329,3,2000,2000
3887490,1,2009,2009
3888391,1,2008,2008
3888653,1,2001,2001
3888992,2,1985,1985
3889083,2,2010,2010
3889104,1,2001,2001
3889195,1,2012,2012
3889220,1,2007,2007
3889930,1,2014,2014
3889948,1,2008,2008
3891517,1,1994,1994
3891537,1,1981,1981
3891565,1,2013,2013
3891574,2,2015,2015
3891580,1,2015,2015
3891595,1,2004,2004
3891597,1,2009,2009
3891601,1,1989,1989
3891638,1,1998,1998
3891666,2,2010,2010
3891676,1,2006,2006
3891678,1,2011,2011
3891702,2,1993,1993
3891714,1,1993,1993
3891719,1,1996,1996
3891723,1,1995,1995
3891728,1,2010,2010
3891744,2,1987,1987
3891764,2,2016,2016
3891804,2,1987,1987
3891817,2,2013,2013
3891826,2,1998,1998
3891943,1,2020,2020
3892306,1,1994,1994
3892444,3,2013,2013
3892449,1,2005,2005
3895079,1,2018,2018
3895084,1,2013,2013
3895092,1,1981,1981
3895093,1,1998,1998
3895108,2,2016,2014
3895113,1,2003,2003
3895117,1,2016,2016
3895122,2,2018,2015
3895128,1,2015,2015
3895131,1,2019,2019
3895139,1,2003,2003
3895154,1,2019,2019
3895680,1,2014,2014
3895712,1,2006,2006
3895714,1,2005,2005
3895736,1,2020,2020
3895739,1,2006,2006
3895747,1,2016,2016
3896724,1,2007,2007
3896726,2,1988,1988
3896730,1,2016,2016
3896739,1,2016,2016
3896753,2,2002,2002
3896974,2,2017,2017
3897002,2,2010,2010
3897018,1,2018,2018
3898233,2,2016,2015
3898238,1,2013,2013
3898242,2,2009,2007
3898252,1,1995,1995
3898292,1,2014,2014
3898310,1,2002,2002
3898313,1,2010,2010
3898320,2,2008,2008
3898321,1,2002,2002
3898326,1,2004,2004
3898337,1,2003,2003
3898340,1,2015,2015
3898426,1,2007,2007
3898431,1,2013,2013
3898437,2,2011,2006
3898440,1,2017,2017
3898444,1,1991,1991
3898453,1,2022,2022
3898458,1,2013,2013
3898467,2,2020,2014
3898472,2,2001,2001
3898477,2,2002,2002
3898489,1,2000,2000
3898493,2,1986,1986
3898516,1,2013,2013
3898520,1,2004,2004
3898526,1,2014,2014
3898534,1,1983,1983
3902543,1,2006,2006
3902555,1,1987,1987
3902564,1,2006,2006
3902584,1,1991,1991
3902588,1,1998,1998
3902603,1,2006,2006
3902947,2,2016,2016
3904890,3,-1,-1
3904942,2,1994,1994
3904985,1,2020,2020
3904992,2,1992,1992
3905000,3,2020,2021
3905020,1,2005,2005
3905033,1,1989,1989
3905047,1,2014,2014
3905052,1,2008,2008
3905067,1,2010,2010
3905080,1,2004,2004
3905093,2,1994,1996
3905113,1,2010,2010
3905120,1,2015,2015
3905131,4,1996,1996
3905138,1,2017,2017
3905153,1,2021,2021
3905164,1,1997,1997
3905182,1,2001,2001
3905205,1,2009,2009
3905210,3,2017,2014
3905336,1,2010,2010
3905343,1,2006,2006
3905376,1,2012,2012
3906073,1,2009,2009
3907663,1,2012,2012
3907667,1,2007,2007
3908540,1,2004,2004
3908562,2,2009,2009
3908577,1,1990,1990
3908585,1,2010,2010
3908849,1,1993,1993
3909555,1,1998,1998
3909564,1,2008,2008
3909573,1,2009,2009
3910610,1,2004,2004
3910627,1,2009,2009
3912227,1,1997,1997
3912251,1,2019,2019
3912260,1,2010,2010
3912288,1,2006,2006
3912290,1,2008,2008
3912305,1,2018,2018
3912333,2,2005,1999
3912349,1,2014,2014
3912367,1,2009,2009
3912371,1,2001,2001
3912378,1,2014,2014
3912390,1,1997,1997
3912396,1,2015,2015
3912398,1,2007,2007
3912526,3,2020,2005
3912564,1,2016,2016
3913103,1,2003,2003
3913260,1,2019,2019
3913471,1,2008,2008
3913609,2,2005,2005
3913617,2,2006,2006
3913937,1,2017,2017
3914040,1,2015,2015
3914089,2,2017,2017
3914103,1,2006,2006
3914111,2,2001,2001
3914120,1,2014,2014
3914132,1,2015,2015
3914441,1,2011,2011
3914852,2,2008,1996
3915057,1,2015,2015
3915078,1,2010,2010
3915128,3,2010,2004
3915132,1,2010,2010
3915134,3,1996,1990
3915152,1,2004,2004
3915401,1,2007,2007
3916024,1,1999,1999
3916038,1,2008,2008
3916054,1,1990,1990
3919299,1,2016,2016
3919300,1,1992,1992
3919302,2,2017,2017
3919303,1,2007,2007
3919304,1,2011,2011
3919309,1,1999,1999
3919311,1,2017,2017
3919312,1,2017,2017
3919314,1,1994,1994
3919318,2,2001,-1
3919320,2,1985,1985
3919324,1,1998,1998
3919331,1,2013,2013
3919334,1,2008,2008
3919337,1,2012,2012
3919338,1,2005,2005
3919342,1,2009,2009
3919343,1,1993,1993
3919345,1,1989,1989
3919351,1,2002,2002
3919355,1,2014,2014
3919412,1,2015,2015
3919434,2,2017,2017
3919496,1,2017,2017
3919506,1,2000,2000
3919509,1,2010,2010
3919519,1,2014,2014
3919522,2,2014,2015
3919525,1,2014,2014
3919528,1,2016,2016
3919531,3,1985,1985
3919535,1,2012,2012
3919538,1,1991,1991
3919539,1,1999,1999
3919542,1,2004,2004
3919551,1,2017,2017
3923566,2,2015,2015
3925184,1,2007,2007
3925810,1,2001,2001
3925812,1,2004,2004
3925814,1,2017,2017
3925821,4,1987,1987
3925829,1,2017,2017
3925853,1,2003,2003
3925867,1,2019,2019
3925877,1,1987,1987
3925885,1,2015,2015
3925887,2,1994,1994
3925890,1,2001,2001
3925898,2,2008,2008
3925911,1,2007,2007
3925912,3,2009,2009
3925913,2,2006,2006
3925916,1,2010,2010
3927043,2,2017,2010
3927056,1,2006,2006
3927060,1,2001,2001
3927066,2,2004,2004
3927067,1,2015,2015
3927069,2,2008,2006
3927070,1,1997,1997
3927071,1,1992,1992
3927075,1,2018,2018
3927077,1,2008,2008
3927082,2,2008,1983
3927090,1,2002,2002
3930241,1,1999,1999
3930388,1,2007,2007
3930394,1,2001,2001
3933608,1,2011,2011
3933611,2,2018,2018
3933640,3,2006,2006
3933649,1,2013,2013
3933653,1,1993,1993
3933663,2,2005,2005
3933677,1,2004,2004
3933680,1,2020,2020
3933690,1,2004,2004
3933693,2,2013,2013
3933698,1,2016,2016
3933712,1,2014,2014
3933714,1,2005,2005
3933716,1,1998,1998
3933720,4,2011,2011
3933721,1,2018,2018
3933729,1,1994,1994
3933734,1,1991,1991
3934779,1,2011,2011
3936043,1,1985,1985
3936049,1,2014,2014
3936066,2,1994,1994
3936070,1,2010,2010
3936075,3,2009,2004
3937411,1,2014,2014
3937416,1,1998,1998
3937682,1,1997,1997
3939823,2,1999,1999
3939849,1,1989,1989
3939900,2,2011,2006
3939906,1,2018,2018
3939915,1,1995,1995
3939923,2,1984,1982
3939925,1,2012,2012
3939943,1,2011,2011
3939960,1,2019,2019
3939963,1,2005,2005
3939965,2,1992,1992
3939967,1,2003,2003
3939968,1,2012,2012
3939972,1,2015,2015
3939991,2,2010,1996
3939993,1,2009,2009
3939996,1,1988,1988
3940001,1,2016,2016
3940002,1,2014,2014
3940004,1,2016,2016
3940007,1,2015,2015
3940013,1,2018,2018
3940016,1,2015,2015
3944795,1,1988,1988
3944819,1,2014,2014
3946519,1,2009,2009
3946521,1,1993,1993
3946523,1,2015,2015
3946532,1,2010,2010
3946533,1,1994,1994
3946535,1,2014,2014
3946543,1,2016,2016
3946545,1,2005,2005
3946551,2,2007,2007
3946554,1,1999,1999
3946560,1,1992,1992
3946570,1,2015,2015
3946578,1,1995,1995
3946583,1,2006,2006
3946592,1,2015,2015
3946690,1,2006,2006
3949033,2,2010,2011
3949038,2,1993,1993
3949062,2,2010,2010
3949065,1,2006,2006
3949725,1,2017,2017
3949777,1,2007,2007
3949783,2,2007,2007
3949786,1,1983,1983
3949931,2,2017,2013
3950066,1,2016,2016
3950083,2,2009,2006
3950089,1,2008,2008
3953731,2,2017,2012
3953818,1,1994,1994
3953840,1,2000,2000
3953849,1,2020,2020
3953853,1,1987,1987
3953861,1,1983,1983
3953865,1,1992,1992
3953866,1,1986,1986
3953869,1,2013,2013
3953875,1,2012,2012
3953881,1,2015,2015
3953884,1,2015,2015
3953886,1,2003,2003
3953889,1,2015,2015
3953891,1,2002,2002
3957387,1,2014,2014
3958129,1,2000,2000
3960987,1,2009,2009
3960994,1,2010,2010
3960998,1,2017,2017
3960999,1,2002,2002
3961003,2,2014,2014
3961004,1,2010,2010
3961005,1,2004,2004
3961008,1,2007,2007
3961010,1,2016,2016
3961014,1,2013,2013
3961015,1,2011,2011
3961017,2,2009,2009
3961018,1,1997,1997
3961021,1,1996,1996
3961023,1,2020,2020
3961026,1,2011,2011
3961028,1,2018,2018
3961034,1,2009,2009
3961035,1,1998,1998
3961044,4,2016,1987
3961047,1,2017,2017
3961050,1,2014,2014
3964783,1,2015,2015
3964793,1,1993,1993
3964808,2,2020,2015
3964816,1,2014,2014
3964829,2,2002,2002
3965029,2,2008,2006
3965073,1,2005,2005
3965233,1,2015,2015
3965384,1,2006,2006
3965391,1,2016,2016
3965400,1,2013,2013
3965447,1,1996,1996
3965484,4,2010,2010
3965490,1,2013,2013
3965503,1,2019,2019
3965539,1,2018,2018
3965543,1,2011,2011
3965549,1,2013,2013
3965558,1,1978,1978
3965608,1,2002,2002
3965614,1,2018,2018
3965622,1,2004,2004
3965630,1,1998,1998
3965643,1,2009,2009
3966413,1,2004,2004
3966450,3,2015,2008
3966567,1,2016,2016
3966733,2,2009,2009
3966739,1,2006,2006
3966743,1,2004,2004
3966771,1,2018,2018
3966777,1,2011,2011
3966806,2,1989,1989
3966853,1,2023,2023
3966863,1,2015,2015
3966887,1,2017,2017
3966904,1,2007,2007
3966908,1,2016,2016
3967100,1,2013,2013
3967106,1,2018,2018
3967119,1,2013,2013
3967135,1,2012,2012
3970905,2,1977,1977
3972305,1,2006,2006
3972321,1,1999,1999
3972339,2,2018,2015
3972346,1,2000,2000
3972349,1,1997,1997
3973303,2,1997,1997
3973306,1,2013,2013
3973335,1,1993,1993
3973341,1,1987,1987
3973355,1,2006,2006
3975182,1,2001,2001
3975188,1,2006,2006
3975228,1,2002,2002
3975232,1,2003,2003
3975242,1,2006,2006
3975250,1,2019,2019
3975264,2,2016,2016
3975269,1,1986,1986
3975271,1,1998,1998
3975279,2,1987,1987
3975280,1,2000,2000
3975282,1,2005,2005
3975284,1,1997,1997
3975290,1,2006,2006
3975295,1,1996,1996
3975299,1,1982,1982
3975307,1,1995,1995
3978613,1,2001,2001
3978636,1,2007,2007
3978658,2,2011,2012
3978678,1,2016,2016
3980211,1,2014,2014
3981654,1,1989,1989
3981684,1,2012,2012
3981687,1,2012,2012
3981691,1,2018,2018
3981834,1,2016,2016
3981847,1,2012,2012
3981860,1,1986,1986
3981867,1,2015,2015
3981905,1,2003,2003
3981908,1,2018,2018
3981915,1,2015,2015
3981989,4,2009,2009
3982170,1,2020,2020
3982178,1,2004,2004
3982184,3,2001,2001
3982685,2,2003,2003
3988652,1,2004,2004
3990053,2,2004,2004
3990082,1,2009,2009
3991558,2,2000,2000
3991755,1,2008,2008
3991892,3,2016,2008
3994183,1,2017,2017
3995908,2,1999,1999
3995987,1,2014,2014
3996872,2,1995,1995
3999403,2,1991,1991
4000679,2,2010,2010
4000867,1,2009,2009
4000950,4,1986,1982
4005365,1,2005,2005
4005374,1,2020,2020
4006149,6,1990,1990
4008738,1,2020,2020
4010300,1,2016,2016
4011607,1,2016,2016
4011612,1,2009,2009
4011649,1,2015,2015
4011783,1,2015,2015
4013083,2,1986,-1
4013136,2,2009,2005
4013187,1,2008,2008
4013200,1,1980,1980
4013207,1,2006,2006
4014340,2,2016,2016
4015931,2,1993,1993
4016001,1,2015,2015
4016248,1,1986,1986
4018526,2,2005,2005
4018547,1,2012,2012
4018624,1,1998,1998
4018638,1,2004,2004
4018666,1,2010,2010
4018681,2,2016,2016
4021119,4,2009,2009
4021169,1,2013,2013
4021523,1,2003,2003
4024797,2,1993,1993
4024803,1,2016,2016
4024809,1,2003,2003
4025381,1,2014,2014
4027567,1,2018,2018
4031852,1,1988,1988
4031893,1,1979,1979
4031904,2,2018,2004
4031939,1,2006,2006
4031950,3,2005,2005
4031978,3,2016,2015
4031984,4,1987,1987
4031996,1,2016,2016
4032060,1,2005,2005
4032080,1,2020,2020
4032087,1,2012,2012
4032638,1,1995,1995
4032698,1,2004,2004
4034008,1,1993,1993
4035363,1,2003,2003
4036058,1,2002,2002
4036063,2,2015,2015
4036361,1,2017,2017
4036400,1,2015,2015
4036570,1,2012,2012
4036677,1,2007,2007
4036713,1,2015,2015
4036724,1,2003,2003
4036728,1,2012,2012
4039602,1,1998,1998
4039625,1,2012,2012
4039738,1,2019,2019
4039754,2,2011,2011
4039770,2,2003,2003
4039785,1,1999,1999
4039826,1,2005,2005
4039836,2,2011,2011
4040083,2,2019,2022
4042027,5,2022,2015
4042385,1,1984,1984
4043493,1,2014,2014
4043507,1,2013,2013
4043538,1,1989,1989
4043559,1,2000,2000
4043590,3,1992,1989
4043595,1,1993,1993
4043643,1,2010,2010
4043661,2,2000,2000
4043688,1,2000,2000
4043705,1,1985,1985
4043720,1,2018,2018
4043735,1,1990,1990
4043741,1,2016,2016
4045195,1,2012,2012
4058295,2,-1,-1
4058439,1,2014,2014
4064807,2,2003,2003
4081947,2,2010,-1
4083574,2,2017,2019
4083578,1,2016,2016
4083587,2,2016,2016
4083589,1,1989,1989
4083608,2,-1,-1
4087493,1,2006,2006
4090080,5,2007,2007
4090087,1,2020,2020
4090089,1,2017,2017
4093324,2,2020,2015
4093334,1,2009,2009
4093339,1,2016,2016
4093472,1,2006,2006
4093511,1,2009,2009
4097628,1,2014,2014
4099482,2,2000,2000
4099508,2,2016,2016
4099605,2,2016,2012
4099672,1,2013,2013
4099943,1,1989,1989
4099956,1,1997,1997
4099962,1,2005,2005
4100205,1,2006,2006
4100639,1,2006,2006
4100691,1,2011,2011
4109358,1,1986,1986
4109361,1,2013,2013
4109525,1,2012,2012
4109674,1,2008,2008
4109705,1,1998,1998
4110070,1,2004,2004
4111795,1,2003,2003
4112103,1,2017,2017
4116606,1,2000,2000
4120920,1,2014,2014
4120966,1,2005,2005
4121000,1,1988,1988
4121040,1,2001,2001
4121063,1,2016,2016
4121074,1,2017,2017
4121110,1,2003,2003
4121152,1,2000,2000
4121848,1,2009,2009
4121884,1,2006,2006
4121896,2,2003,2003
4123812,2,2011,2011
4124080,2,2020,2013
4124227,1,2013,2013
4125392,1,2015,2015
4133427,1,2015,2015
4133444,1,2018,2018
4133453,4,2000,1986
4133611,1,2011,2011
4133621,1,1999,1999
4133647,2,2015,2015
4133679,1,1993,1993
4133704,1,2016,2016
4138192,1,2003,2003
4138257,1,1996,1996
4140536,1,2009,2009
4140999,1,2001,2001
4141031,1,1999,1999
4141639,1,2013,2013
4141669,1,2011,2011
4142176,1,2007,2007
4145798,1,1982,1982
4145808,2,2020,2014
4145810,1,1995,1995
4145818,1,2006,2006
4145998,1,1997,1997
4147337,1,1984,1984
4149449,1,2015,2015
4149457,1,1987,1987
4150615,1,2016,2016
4150624,1,2002,2002
4153079,1,2010,2010
4153118,1,2018,2018
4153127,4,2019,2014
4153137,2,2005,2005
4153145,3,2016,2016
4153177,1,1998,1998
4153205,2,2008,2008
4153208,1,2019,2019
4153224,3,1998,1998
4153230,1,1998,1998
4153234,1,1997,1997
4153250,1,2015,2015
4154412,3,2002,2002
4157227,1,2017,2017
4157240,2,2018,2015
4157246,1,2010,2010
4157262,1,2015,2015
4157278,1,2014,2014
4157283,1,2016,2016
4157293,1,2006,2006
4157315,1,2007,2007
4157323,1,2015,2015
4157330,2,2005,2005
4157344,1,2008,2008
4157419,1,2016,2016
4157430,1,2005,2005
4157442,1,1999,1999
4157447,1,2020,2020
4157460,1,1995,1995
4157468,2,2008,1989
4157477,1,2020,2020
4157575,1,-1,-1
4157869,1,1986,1986
4158868,3,2017,2017
4161468,1,2010,2010
4161479,4,2008,2010
4163051,2,1984,1984
4168462,1,2011,2011
4168562,2,1996,1999
4168775,1,1999,1999
4169256,1,2004,2004
4171641,1,1995,1995
4171692,1,2004,2004
4172256,1,2017,2017
4172332,1,2013,2013
4172398,1,2002,2002
4173723,1,1993,1993
4173797,1,2016,2016
4177504,1,1996,1996
4177696,1,2004,2004
4177740,1,2012,2012
4177796,1,1991,1991
4177820,1,2016,2016
4184503,2,2001,2001
4184514,2,2002,2002
4189079,1,2015,2015
4189144,1,2005,2005
4189164,1,2018,2018
4189492,1,1994,1994
4191372,1,2011,2011
4192254,1,2011,2011
4192267,2,1986,1986
4192291,1,2018,2018
4192309,1,2013,2013
4192316,1,2015,2015
4192320,1,2020,2020
4192332,1,2019,2019
4192339,1,1997,1997
4192344,2,2002,2002
4192349,2,2019,2019
4192370,2,2017,2014
4192647,1,2002,2002
4195105,1,2010,2010
4200352,1,2017,2017
4200368,1,2015,2015
4200428,1,1998,1998
4208343,1,2012,2012
4208356,1,1997,1997
4208358,1,2012,2012
4208363,1,2012,2012
4208368,1,2016,2016
4208421,1,2021,2021
4208428,1,2017,2017
4208438,1,2018,2018
4208443,1,2016,2016
4208538,1,1984,1984
4208582,1,2005,2005
4208593,1,2004,2004
4210388,1,2013,2013
4211522,2,2003,2003
4211683,1,2013,2013
4213793,1,2006,2006
4213809,1,1997,1997
4213834,2,2016,2016
4213843,1,1999,1999
4213859,1,2006,2006
4213865,1,2015,2015
4213874,1,2020,2020
4213881,1,1997,1997
4218446,1,2016,2016
4223505,1,2005,2005
4225433,1,2002,2002
4225465,1,2003,2003
4229197,1,1987,1987
4231584,3,2005,2005
4231812,2,2003,2003
4235176,1,2016,2016
4235265,1,2014,2014
4235632,3,2008,2008
4235917,2,2020,2015
4235936,2,2004,2004
4235946,1,1993,1993
4235987,1,2016,2016
4236410,1,2012,2012
4239603,2,2002,2002
4243556,1,2016,2016
4243557,1,2010,2010
4243578,2,2002,2002
4244217,1,1993,1993
4244303,2,2020,2020
4244340,1,2009,2009
4244400,1,1998,1998
4244420,1,1992,1992
4244598,1,2000,2000
4245941,1,1983,1983
4246484,3,2007,2007
4246491,1,2002,2002
4246495,1,2017,2017
4248586,1,1994,1994
4248662,1,1988,1988
4249094,1,2000,2000
4251301,1,1978,1978
4257198,1,2013,2013
4257609,2,2001,2001
4257614,1,2015,2015
4257652,1,2002,2002
4257656,1,2018,2018
4257662,1,1995,1995
4257668,1,2010,2010
4260350,2,2005,2005
4260760,1,2020,2020
4263983,2,1994,1994
4264132,1,2020,2020
4264145,2,2016,2016
4264149,2,2018,2023
4264161,1,2019,2019
4264623,1,1998,1998
4265539,1,2020,2020
4267943,1,2001,2001
4267952,1,2014,2014
4267969,3,1997,1997
4268124,1,2015,2015
4268928,1,1993,1993
4269065,2,2009,2009
4269093,1,2010,2010
4269100,1,1982,1982
4269551,1,2009,2009
4269925,1,2015,2015
4270270,2,2010,2010
4273030,1,2005,2005
4273130,1,2010,2010
4273169,1,2012,2012
4274718,1,2015,2015
4274737,1,1997,1997
4275098,1,1995,1995
4275115,1,1999,1999
4275148,3,2016,2016
4275243,2,1987,1987
4276380,1,2012,2012
4276420,1,2016,2016
4276431,1,2013,2013
4276445,1,1994,1994
4276481,1,2012,2012
4276828,1,2011,2011
4276945,1,1996,1996
4277223,2,2001,2001
4277599,1,1993,1993
4280361,3,2011,2022
4280365,2,1993,1993
4280377,1,2005,2005
4280380,1,2005,2005
4280385,1,2001,2001
4280392,2,2016,2016
4280396,2,2012,2012
4280398,1,2015,2015
4280402,1,2013,2013
4281214,1,2002,2002
4281286,1,1998,1998
4281307,1,2005,2005
4281316,1,2013,2013
4281322,1,2015,2015
4281333,1,2016,2016
4282004,1,2018,2018
4282007,1,2002,2002
4282062,1,2006,2006
4282079,1,2014,2014
4282229,1,2016,2016
4282234,2,2011,2003
4282243,1,2009,2009
4282256,1,2006,2006
4282281,1,2020,2020
4284128,1,1994,1994
4284135,1,1997,1997
4284774,1,1994,1994
4284777,1,1997,1997
4284781,2,2016,2014
4284791,1,2013,2013
4284800,1,1995,1995
4285559,1,2008,2008
4285564,2,2003,2003
4285573,1,2005,2005
4285604,1,1997,1997
4285613,2,2018,2012
4288503,1,2008,2008
4288513,1,2007,2007
4288523,1,2015,2015
4288528,1,1997,1997
4288532,2,2003,2003
4290704,2,2008,2013
4292147,1,2016,2016
4292500,1,2015,2015
4292607,1,2017,2017
4292664,1,2004,2004
4292708,1,2020,2020
4292714,2,2008,-1
4293996,1,2011,2011
4294001,1,2016,2016
4294005,1,2013,2013
4294014,1,1990,1990
4294016,1,2004,2004
4294021,1,2011,2011
4297454,1,1999,1999
4297465,1,2004,2004
4297484,1,2009,2009
4298642,1,2012,2012
4298816,2,2012,2012
4298833,1,2014,2014
4298849,4,2011,2011
4298858,1,2016,2016
4298871,2,2017,2004
4298895,1,2010,2010
4299950,1,2009,2009
4305184,2,2018,2019
4306092,1,2012,2012
4306141,1,2012,2012
4307088,1,2020,2020
4307118,1,2003,2003
4307155,1,2007,2007
4307185,1,2019,2019
4307193,1,2002,2002
4307320,1,1990,1990
4309375,1,2022,2022
4311889,1,1988,1988
4315918,1,1988,1988
4317767,3,2015,2015
4327869,2,1991,1991
4327975,1,2018,2018
4328022,1,2004,2004
4328120,1,2013,2013
4328134,2,2014,2014
4331687,1,2006,2006
4332011,1,2006,2006
4332237,1,2012,2012
4332391,1,2008,2008
4332449,3,2013,2013
4332454,1,2002,2002
4332479,1,2014,2014
4332490,1,2003,2003
4332913,1,2015,2015
4332978,1,1994,1994
4333009,1,1988,1988
4333252,1,2006,2006
4333263,1,2004,2004
4333536,2,2017,2017
4333645,1,2012,2012
4333671,1,2010,2010
4334038,1,2012,2012
4334044,1,2004,2004
4335612,1,2015,2015
4335637,1,1990,1990
4335643,2,2011,2011
4335728,1,2018,2018
4335736,1,2003,2003
4335745,1,2009,2009
4335757,1,2009,2009
4335763,1,2000,2000
4336337,2,1994,1994
4336377,1,2001,2001
4336474,2,2009,2009
4336533,1,2007,2007
4337156,1,2010,2010
4337260,1,2007,2007
4337270,1,2021,2021
4337738,1,2007,2007
4337756,1,1989,1989
4337761,1,2015,2015
4337783,1,2017,2017
4337935,1,2013,2013
4338192,1,2010,2010
4338225,1,1987,1987
4341265,1,2002,2002
4341277,2,2017,2017
4341289,2,1984,1984
4341296,1,1998,1998
4341301,3,2006,2006
4341305,2,2021,2014
4341340,2,2020,2014
4341432,1,2011,2011
4341440,1,2009,2009
4341448,1,1995,1995
4341454,1,2017,2017
4342951,1,2016,2016
4343067,1,2006,2006
4343126,1,2008,2008
4343152,1,2017,2017
4343174,1,2012,2012
4343774,1,2015,2015
4344554,2,2013,2013
4347969,1,1989,1989
4349125,1,1992,1992
4349197,2,1999,1999
4349209,1,2007,2007
4349865,1,1991,1991
4351175,1,1990,1990
4351862,1,2015,2015
4351868,1,2018,2018
4351870,1,2010,2010
4351900,1,2012,2012
4351955,2,2011,2011
4351991,1,2010,2010
4353510,2,2016,2016
4353554,1,2011,2011
4353565,1,1985,1985
4353574,1,2016,2016
4353596,1,2013,2013
4353602,1,1998,1998
4354450,1,2004,2004
4354457,1,1992,1992
4354470,1,1990,1990
4354488,1,2006,2006
4354493,1,2000,2000
4354501,1,2013,2013
4355016,1,1993,1993
