CandidateId,Period,len
3785370,146,1
3785372,87,3
3785383,95,4
3785412,116,5
3785417,86,4
3785425,269,3
3785428,118,1
3785437,154,3
3785439,434,3
3785447,129,8
3785455,89,3
3785457,562,4
3785460,93,1
3785481,99,6
3785485,293,6
3785564,125,5
3785576,109,6
3785580,118,3
3785583,288,2
3785590,619,3
3785616,61,1
3788220,6,1
3788250,290,5
3788372,142,7
3788377,406,8
3788494,196,1
3788640,13,1
3788811,261,1
3788832,167,2
3788852,255,2
3788998,273,1
3790066,218,2
3790096,163,7
3790110,170,7
3790117,279,10
3790305,126,3
3790318,263,2
3790374,64,1
3790387,11,2
3792220,17,2
3792352,93,6
3792358,141,4
3792392,56,4
3792402,25,4
3792485,197,4
3792851,44,1
3792858,93,6
3792879,53,6
3792901,34,1
3792908,637,7
3792920,50,2
3793283,13,1
3793286,100,1
3793295,95,3
3793520,73,2
3793522,62,3
3793528,207,5
3793537,58,2
3793556,200,4
3793573,286,5
3793591,150,2
3793631,22,1
3793821,123,5
3793973,145,2
3795314,128,2
3795324,243,4
3795376,111,4
3795584,762,2
3796354,24,1
3796359,200,3
3796365,67,2
3796372,97,5
3796374,11,1
3796381,80,8
3796388,101,1
3796394,93,4
3796398,220,5
3796401,130,2
3796406,2,1
3796417,215,4
3796428,117,1
3796436,132,3
3796464,70,1
3796485,182,7
3796568,213,1
3796580,127,1
3797518,36,1
3797529,22,1
3797534,74,2
3797540,57,2
3797546,112,1
3797551,26,2
3797562,248,1
3797572,54,3
3798665,260,2
3798671,356,3
3799914,77,2
3799972,30,1
3799995,93,1
3800067,210,6
3800105,4,2
3800205,865,5
3800280,35,1
3800319,77,4
3800328,104,1
3800342,171,3
3800346,186,1
3800351,33,2
3800354,349,11
3800369,273,9
3800370,108,2
3800376,12,1
3801011,161,4
3801666,198,2
3801668,3,1
3801672,241,5
3801675,85,4
3802237,54,6
3802457,398,1
3802476,6,1
3804232,170,3
3804236,67,3
3804238,14,2
3804240,105,1
3804248,79,4
3804253,229,4
3804274,29,3
3804275,5,1
3804279,16,1
3804281,53,2
3804282,90,1
3804289,348,2
3804290,83,2
3804306,64,2
3804307,1273,20
3804312,129,1
3804319,150,2
3804335,2,1
3804341,109,3
3804343,218,4
3804345,93,2
3804348,82,3
3804350,152,4
3804352,200,4
3804359,76,1
3804361,37,1
3804364,38,2
3804366,112,1
3804373,9,1
3804379,1,1
3804383,468,2
3804392,75,1
3804397,105,5
3804417,421,5
3805835,55,1
3805954,17,1
3805963,233,6
3805969,241,1
3805980,32,1
3806043,17,1
3806299,357,1
3806311,65,3
3806460,86,3
3806576,44,1
3806581,48,2
3807894,57,1
3807896,303,1
3807900,58,4
3807904,408,2
3807907,69,1
3807909,320,4
3807911,63,1
3807916,130,3
3807933,81,3
3807937,60,1
3807943,468,4
3807958,352,6
3807970,2181,61
3808210,160,6
3808333,28,2
3808340,140,3
3808397,47,6
3808417,147,4
3808421,513,10
3808435,156,2
3808559,387,3
3808722,87,3
3808740,180,4
3808743,479,5
3808745,77,1
3808749,70,1
3808821,0,1
3808825,270,10
3808831,130,1
3808851,225,1
3808861,302,4
3808868,113,3
3808873,52,3
3809710,144,1
3809719,159,4
3809725,61,1
3809731,143,1
3809733,85,3
3809939,77,2
3809942,110,1
3809946,15,1
3809953,11,1
3809958,1,1
3810121,13,1
3810922,254,3
3810927,1060,12
3810928,94,2
3810937,29,2
3810964,352,5
3811005,30,1
3811015,12,1
3811020,60,1
3811023,534,1
3811029,422,2
3811031,220,4
3811117,248,10
3811195,84,3
3811214,286,3
3811219,355,9
3811224,194,2
3811377,68,3
3811484,5,1
3811488,206,4
3811500,131,1
3811509,88,6
3812100,43,3
3812103,115,6
3812109,99,1
3812119,15,1
3812369,135,2
3812436,57,2
3812559,44,1
3812591,264,3
3812598,3,1
3812601,113,3
3812605,77,5
3812637,77,4
3812640,231,10
3812652,79,1
3812657,84,2
3812661,106,2
3812792,59,3
3812998,55,3
3813002,155,2
3813005,75,1
3813006,128,1
3813009,68,3
3813015,148,5
3813040,6,1
3813146,32,4
3813149,149,1
3814130,23,1
3814170,251,7
3814172,81,1
3814174,349,1
3814176,67,1
3814184,341,3
3814185,82,1
3814187,283,4
3814190,104,3
3814197,19,2
3814202,105,4
3814239,22,1
3814245,178,6
3814250,260,3
3814267,186,3
3814272,145,7
3814287,227,8
3814471,22,5
3814473,159,1
3814483,90,3
3814487,44,1
3814492,173,6
3814672,13,1
3814690,14,3
3815062,232,1
3815125,137,3
3815128,468,1
3815131,57,1
3815139,139,2
3815142,222,6
3815145,33,1
3815158,57,3
3815161,337,4
3815185,42,2
3815189,25,1
3815605,65,1
3815637,130,1
3815649,200,4
3815654,67,3
3815726,83,1
3815753,58,1
3816288,368,4
3816289,137,1
3816291,338,8
3816293,111,1
3816319,85,2
3816325,12,1
3816344,30,2
3820419,110,6
3820422,137,4
3820425,41,5
3820432,167,4
3820435,129,1
3820436,190,1
3820437,235,3
3820438,54,1
3820441,26,1
3820442,61,1
3820444,86,1
3820446,118,3
3820447,199,6
3820450,132,3
3820451,117,1
3820452,81,1
3823125,630,16
3824576,182,1
3824591,205,7
3824596,118,1
3824792,273,1
3824806,77,2
3824829,11,1
3824833,204,1
3824836,104,1
3824839,75,2
3824842,33,1
3824848,67,1
3824851,16,2
3824853,182,1
3824862,15,2
3824868,131,3
3824873,58,6
3824878,27,3
3824892,140,1
3824896,146,1
3824904,166,2
3824910,156,4
3824913,92,3
3824923,38,2
3824930,11,1
3824945,399,7
3824951,265,1
3824955,30,1
3826561,336,7
3826576,137,3
3826689,84,1
3826710,58,1
3826722,103,1
3826729,321,13
3826748,54,1
3826757,45,1
3827562,251,4
3828322,178,7
3828496,139,1
3828502,186,2
3828507,68,1
3828514,134,1
3828515,57,1
3828518,24,1
3828598,4,1
3828639,44,1
3828667,26,1
3831244,773,15
3831245,16,1
3831260,131,5
3831267,167,5
3831310,117,1
3831321,170,4
3831327,75,1
3831330,85,1
3831341,328,6
3831345,108,1
3831355,41,1
3831391,47,1
3831395,30,1
3831400,130,4
3831402,331,4
3831407,160,1
3831420,198,2
3831425,12,2
3831445,102,1
3831458,226,5
3831475,150,4
3831491,133,3
3831501,56,1
3831506,157,1
3831545,97,2
3831644,148,1
3831665,67,1
3831674,160,3
3831688,60,1
3831692,69,1
3833138,6,1
3834318,261,1
3834758,244,1
3836064,1250,10
3836619,82,4
3838066,6,1
3838142,251,5
3838148,98,1
3838154,543,8
3838158,132,2
3838161,48,2
3838165,14,1
3838176,328,19
3838221,135,1
3838225,127,2
3838234,225,1
3838253,100,1
3838263,33,1
3838270,9,1
3838274,231,4
3838278,93,1
3838281,63,2
3838292,95,3
3838296,35,3
3838299,8,1
3838304,100,1
3838317,859,11
3838355,89,1
3838361,53,1
3838363,56,2
3838370,181,4
3838384,44,5
3838388,47,1
3838393,226,9
3838396,14,1
3838400,1543,6
3838420,207,2
3838472,96,4
3838477,633,1
3838487,322,5
3838495,67,1
3839750,224,2
3839769,96,3
3840805,149,6
3840817,200,1
3840846,78,2
3840855,44,1
3841214,1356,9
3841288,49,2
3841847,43,1
3844046,421,18
3844051,102,2
3844058,77,1
3844063,51,2
3844069,2,1
3844075,194,1
3844078,59,2
3844084,181,2
3844087,309,1
3844094,99,2
3844106,196,7
3844112,188,7
3844117,71,1
3844127,437,4
3844130,415,13
3844174,332,3
3844224,144,2
3844269,955,3
3844281,13,1
3844315,279,4
3844319,45,1
3844388,85,3
3844835,450,2
3845999,49,3
3846034,317,1
3846212,13,1
3846843,195,1
3846999,201,1
3850777,185,3
3850814,281,5
3850818,237,1
3850822,72,3
3850823,44,1
3850856,98,1
3850867,324,3
3850871,64,1
3850874,94,2
3850879,273,1
3850889,278,10
3850898,176,1
3850912,95,2
3850925,250,14
3850929,128,1
3850938,78,2
3850998,331,7
3851021,155,2
3851035,144,4
3851039,30,1
3851046,18,2
3851058,153,2
3851066,10,1
3851072,321,3
3851078,14,1
3851080,47,2
3851099,50,2
3851101,158,1
3851133,119,3
3851137,84,1
3851142,83,3
3851200,905,4
3851210,301,3
3851216,87,1
3851221,25,1
3851230,138,4
3851241,164,5
3851246,114,1
3851251,60,1
3851708,13,1
3851769,153,1
3852229,458,2
3852582,155,1
3852754,18,1
3852975,56,1
3854473,16,1
3855229,178,7
3855330,392,3
3855819,41,1
3857183,68,2
3857319,43,2
3857428,63,4
3857439,19,2
3857441,74,2
3857443,93,1
3857447,182,4
3857450,123,4
3857454,75,3
3857463,350,2
3857470,52,1
3857473,70,2
3857480,7,1
3857481,154,1
3857486,20,1
3857492,24,1
3857500,84,2
3857505,85,1
3857518,141,1
3857522,527,2
3857524,225,1
3857527,25,1
3857532,13,2
3857534,43,1
3857540,31,3
3857542,349,4
3857561,113,5
3857564,45,1
3857568,62,1
3857571,52,2
3857578,312,1
3857580,895,12
3857589,18,1
3857593,161,1
3857605,321,1
3859260,139,3
3860169,55,2
3860177,33,2
3861114,71,2
3861131,89,8
3861149,67,1
3861827,129,1
3861845,130,5
3861893,91,1
3861909,744,4
3863854,154,2
3863867,113,2
3863924,76,1
3863941,12,1
3863985,107,1
3863988,217,5
3864002,145,4
3864007,83,1
3864011,163,6
3864014,11,2
3864017,27,3
3864042,73,3
3864049,198,5
3864061,18,1
3864088,146,2
3864099,28,1
3864157,103,2
3864194,238,5
3864471,14,1
3864479,68,3
3864491,145,2
3865858,6,2
3866306,17,1
3866916,481,3
3866922,60,1
3866929,291,2
3866933,149,1
3866941,50,1
3866953,396,3
3870104,47,2
3870112,416,2
3870122,292,6
3870134,287,11
3870151,186,5
3870157,53,4
3870160,153,1
3870163,15,1
3870333,4,2
3870354,88,8
3871354,113,3
3871364,27,1
3871375,145,4
3871382,93,1
3871386,24,1
3871392,117,1
3873080,138,1
3874460,83,1
3874834,190,5
3874846,147,11
3874864,77,2
3874873,96,4
3874896,48,4
3876860,189,1
3876879,144,7
3876920,352,2
3876943,18,1
3876947,514,5
3876969,80,2
3876973,44,1
3876976,172,1
3876985,124,4
3877000,111,3
3877013,147,6
3877019,269,1
3877025,223,5
3877050,202,3
3877062,2,1
3877066,104,4
3877073,69,4
3877085,122,4
3877095,156,4
3877102,56,1
3877113,109,4
3877119,15,1
3877130,103,1
3877133,240,7
3877323,89,2
3877878,55,3
3877891,89,4
3877915,29,2
3880020,156,1
3880026,414,6
3880044,105,5
3880051,183,1
3880055,132,3
3884400,229,6
3884411,66,1
3884419,21,1
3884425,91,1
3884437,348,3
3884443,183,4
3884445,131,1
3884454,116,5
3884463,115,1
3884467,3,1
3884492,81,1
3884498,31,1
3884502,68,2
3884654,124,3
3884659,62,1
3884668,160,7
3884671,62,1
3884679,91,1
3884682,146,7
3884684,105,5
3884686,67,1
3884690,330,5
3884692,12,1
3884694,123,1
3884698,354,2
3884701,29,1
3885710,54,4
3885968,167,1
3885975,81,1
3885997,231,1
3886006,112,10
3886031,81,1
3886191,21,1
3887329,520,3
3887490,105,1
3888391,71,3
3888653,140,1
3888992,125,3
3889014,14,1
3889070,96,2
3889083,136,2
3889104,113,3
3889195,21,1
3889220,65,3
3889231,74,2
3889930,99,4
3889948,171,2
3891517,43,1
3891537,125,1
3891543,273,1
3891565,126,3
3891580,5,1
3891595,65,1
3891597,98,2
3891601,326,6
3891638,529,2
3891661,29,1
3891666,108,3
3891672,129,1
3891676,94,4
3891678,166,3
3891702,188,4
3891714,58,1
3891719,103,1
3891723,81,1
3891728,58,2
3891741,111,1
3891744,308,1
3891764,36,3
3891804,420,1
3891817,21,2
3891826,136,3
3891943,18,1
3892306,302,3
3892444,106,5
3892449,60,1
3895084,205,6
3895092,100,1
3895093,61,2
3895103,40,1
3895113,124,4
3895117,5,1
3895122,143,6
3895128,12,1
3895131,15,1
3895139,95,2
3895680,124,7
3895712,137,3
3895714,126,4
3895739,67,1
3896724,109,1
3896726,284,3
3896730,2,1
3896733,237,1
3896739,117,8
3896753,90,4
3896974,97,1
3897002,122,4
3897018,13,1
3898224,26,1
3898233,75,4
3898238,60,2
3898242,134,3
3898252,45,2
3898292,18,1
3898310,277,1
3898313,41,1
3898320,152,6
3898321,79,4
3898323,18,1
3898326,88,1
3898337,59,1
3898340,54,5
3898426,90,2
3898437,68,1
3898440,16,1
3898444,55,1
3898453,132,2
3898458,27,4
3898463,178,1
3898467,8,1
3898472,125,6
3898475,49,2
3898477,410,17
3898489,57,1
3898493,184,5
3898516,38,2
3898520,163,1
3898526,41,2
3898534,471,1
3901569,73,1
3902543,25,1
3902555,407,1
3902564,138,2
3902584,101,1
3902588,142,2
3902603,223,5
3902610,776,2
3902947,93,1
3904890,25,1
3904942,367,2
3904985,39,2
3904992,70,4
3904996,201,1
3905000,67,4
3905020,14,1
3905052,25,2
3905067,35,1
3905080,59,1
3905093,604,7
3905113,37,1
3905120,132,1
3905131,343,5
3905138,105,1
3905153,35,2
3905164,109,1
3905182,70,1
3905191,320,1
3905200,93,1
3905205,69,3
3905336,186,8
3905343,115,6
3905376,35,3
3906021,18,1
3907663,260,10
3907667,111,2
3908562,79,2
3908577,509,2
3908585,78,3
3908849,124,3
3909555,217,1
3909564,19,1
3909573,77,2
3910610,16,1
3910627,165,2
3912227,161,3
3912251,93,1
3912260,105,2
3912262,105,1
3912288,102,1
3912290,39,1
3912296,152,3
3912333,174,6
3912339,441,1
3912349,81,1
3912367,31,3
3912371,186,4
3912378,48,4
3912390,189,1
3912396,45,5
3912398,135,3
3912526,68,6
3912564,94,5
3913103,181,1
3913260,41,4
3913471,35,1
3913609,170,4
3913617,149,4
3913937,44,2
3913941,121,3
3914040,4,1
3914089,2,2
3914103,206,3
3914111,235,1
3914120,34,2
3914441,35,2
3914852,49,3
3915030,173,1
3915057,39,3
3915128,193,10
3915132,91,1
3915134,332,4
3915152,141,1
3915401,35,3
3916024,293,2
3916038,153,1
3916054,60,1
3919299,77,2
3919300,56,1
3919303,111,1
3919304,127,3
3919307,59,1
3919309,419,15
3919312,17,1
3919314,342,1
3919318,590,19
3919320,42,1
3919324,143,1
3919325,233,1
3919331,12,3
3919334,168,1
3919335,1,1
3919337,71,1
3919338,224,3
3919342,34,1
3919343,117,1
3919345,396,1
3919351,148,1
3919355,41,1
3919358,334,1
3919412,62,1
3919496,121,1
3919506,63,1
3919509,259,5
3919519,33,2
3919522,217,11
3919525,83,1
3919531,452,8
3919535,36,2
3919538,319,3
3919539,9,1
3919542,125,1
3919547,354,2
3919551,114,1
3919879,22,1
3923566,96,6
3925184,150,3
3925810,77,1
3925812,86,3
3925814,186,1
3925821,778,12
3925829,88,2
3925832,93,1
3925847,119,2
3925853,126,1
3925858,212,1
3925863,80,4
3925867,16,1
3925877,429,1
3925885,146,6
3925887,206,2
3925890,78,1
3925898,257,1
3925911,165,14
3925912,65,3
3925913,80,6
3925916,32,3
3927043,62,2
3927056,111,1
3927060,234,5
3927066,133,12
3927067,21,6
3927069,132,3
3927070,273,1
3927071,345,1
3927073,74,1
3927076,142,1
3927077,110,1
3927079,261,1
3927081,285,1
3927082,921,3
3927088,17,1
3927089,159,4
3927090,183,2
3930241,367,4
3930381,220,1
3930388,14,1
3930394,249,1
3933608,3,1
3933611,178,4
3933631,188,1
3933634,8,2
3933640,135,6
3933649,25,1
3933653,187,1
3933663,93,1
3933671,54,2
3933677,151,3
3933690,60,2
3933693,25,2
3933698,376,2
3933712,109,2
3933714,57,1
3933716,170,6
3933720,200,10
3933721,11,1
3933729,31,1
3933734,284,2
3934779,273,1
3936043,162,3
3936049,37,1
3936066,524,2
3936070,43,1
3936075,133,3
3936084,58,2
3937411,3,1
3937416,122,1
3937682,120,1
3939823,279,5
3939835,48,4
3939849,93,2
3939900,105,3
3939911,68,1
3939915,14,1
3939923,543,2
3939925,63,4
3939943,28,1
3939954,390,1
3939960,84,1
3939963,184,5
3939965,165,2
3939967,22,1
3939968,115,5
3939972,102,1
3939991,183,2
3939993,55,1
3939996,273,7
3940002,16,1
3940007,51,1
3940013,42,3
3940016,58,1
3940224,91,1
3944795,263,1
3946426,3,1
3946519,19,1
3946521,200,4
3946523,244,2
3946532,123,1
3946533,506,2
3946535,102,1
3946543,69,3
3946545,265,1
3946551,232,2
3946554,174,2
3946560,370,3
3946570,15,2
3946572,5,1
3946578,14,1
3946583,14,1
3946587,139,3
3946592,98,3
3946690,2,1
3949033,48,2
3949038,385,2
3949050,113,2
3949062,63,1
3949070,106,3
3949777,102,2
3949783,242,8
3949786,136,2
3949931,87,1
3950066,115,1
3950074,66,1
3950083,175,5
3950084,81,1
3950089,47,1
3953731,100,4
3953818,113,1
3953840,93,1
3953853,71,2
3953861,151,3
3953865,363,1
3953866,168,1
3953869,172,7
3953875,90,1
3953881,9,2
3953884,36,1
3953886,152,3
3953889,51,4
3953891,692,4
3957387,86,5
3958129,72,1
3960987,16,1
3960994,47,2
3960998,196,2
3960999,85,2
3961003,362,8
3961004,124,2
3961005,193,2
3961008,213,5
3961010,209,2
3961012,189,5
3961014,116,2
3961015,208,2
3961017,142,5
3961018,154,1
3961021,137,1
3961023,55,2
3961026,127,5
3961028,25,2
3961034,234,2
3961044,3,1
3961047,60,1
3961050,183,5
3964783,99,1
3964793,105,1
3964800,148,2
3964808,30,3
3964816,91,1
3964825,4,1
3964829,86,7
3965029,89,2
3965073,108,9
3965320,128,3
3965384,113,2
3965391,42,5
3965400,39,1
3965447,345,1
3965484,33,1
3965490,221,8
3965528,77,1
3965539,47,3
3965543,33,1
3965549,45,1
3965558,936,5
3965614,175,2
3965622,98,2
3965630,236,4
3965643,90,6
3966400,69,1
3966413,74,1
3966441,451,1
3966450,114,3
3966567,32,4
3966733,43,2
3966739,110,1
3966743,30,1
3966763,169,1
3966777,98,6
3966806,374,1
3966853,61,1
3966857,56,1
3966863,51,1
3966870,69,1
3966874,148,4
3966904,88,1
3966908,118,2
3966914,69,1
3967094,61,1
3967100,34,1
3967106,109,2
3967119,74,1
3967135,41,4
3970905,875,17
3972305,2,1
3972321,139,1
3972339,79,2
3972346,10,1
3972349,70,2
3973303,206,1
3973306,50,3
3973335,254,2
3973341,25,1
3973355,58,5
3975182,249,5
3975228,29,1
3975232,302,7
3975242,207,4
3975250,36,3
3975269,321,1
3975271,114,3
3975276,216,2
3975279,420,9
3975280,128,1
3975282,201,1
3975284,187,1
3975290,119,6
3975295,193,9
3975299,436,1
3975307,219,1
3978613,147,3
3978636,69,4
3978658,175,2
3978678,37,5
3980211,63,2
3981654,209,1
3981684,107,3
3981687,119,1
3981691,16,1
3981834,41,7
3981840,447,1
3981847,68,5
3981860,132,1
3981867,42,4
3981871,8,1
3981905,5,1
3981908,11,1
3981915,105,1
3981989,138,7
3982170,65,6
3982178,57,1
3982184,40,1
3982685,449,3
3988652,13,1
3990053,116,2
3990082,71,3
3991558,108,2
3991755,5,1
3991892,103,6
3994183,48,1
3995908,135,6
3995924,103,1
3995987,28,4
3996872,1092,17
3999403,298,2
4000679,260,2
4000867,141,2
4000950,728,5
4005349,65,1
4005365,206,5
4005374,29,2
4005377,125,2
4006149,586,12
4008143,246,2
4008738,108,2
4011607,61,1
4011612,158,1
4011618,48,1
4011707,176,3
4011783,22,1
4012743,123,4
4013083,322,9
4013136,217,3
4013182,165,6
4013187,55,1
4013200,422,4
4013207,186,5
4014340,26,1
4015931,120,2
4016001,207,1
4016248,93,1
4018526,83,2
4018547,157,4
4018624,162,2
4018638,115,1
4018666,169,1
4018681,117,5
4018688,297,1
4021119,118,7
4021169,264,2
4021523,91,1
4024797,164,1
4024809,126,2
4024893,215,1
4025004,113,1
4025381,108,3
4027567,26,1
4031852,81,1
4031893,303,3
4031904,90,5
4031939,115,2
4031950,107,3
4031978,28,6
4031984,638,15
4031996,119,1
4032060,122,6
4032080,12,1
4032087,86,3
4032638,111,5
4032698,372,2
4032702,261,4
4034008,272,7
4034709,116,1
4035363,178,2
4035637,93,1
4036058,116,1
4036063,40,6
4036400,126,1
4036570,147,5
4036677,103,1
4036713,72,5
4036724,197,3
4036728,105,1
4038461,194,2
4039602,227,7
4039625,180,3
4039738,53,1
4039754,73,4
4039770,116,1
4039785,58,1
4039811,98,5
4039826,278,6
4039836,82,2
4040083,46,3
4042027,150,4
4042385,174,1
4043493,123,7
4043507,95,3
4043538,276,3
4043559,237,1
4043590,1476,5
4043595,27,1
4043625,21,1
4043643,59,4
4043661,297,8
4043688,78,2
4043705,213,1
4043720,54,1
4043735,119,1
4043823,68,2
4045195,48,1
4053959,94,1
4053980,247,3
4054067,24,1
4054068,289,1
4054074,134,1
4054119,41,1
4058259,46,1
4058295,247,5
4058439,90,2
4058481,97,1
4058935,148,1
4059048,106,5
4061600,5,1
4061611,118,2
4062246,133,1
4062330,3,1
4062342,89,2
4062351,101,4
4062373,44,2
4062382,93,3
4062388,26,1
4063715,17,1
4064807,69,1
4079247,14,1
4079863,91,1
4081290,724,3
4081947,91,1
4083574,6,1
4083578,101,1
4083587,21,4
4083589,377,2
4084413,241,2
4085239,363,1
4087493,191,8
4090080,70,5
4090089,4,2
4093307,198,1
4093324,74,1
4093334,143,11
4093339,79,2
4093472,58,1
4093506,71,3
4093511,139,1
4097628,112,7
4099482,226,3
4099508,481,12
4099605,131,5
4099657,79,1
4099672,193,5
4099943,99,2
4099962,114,4
4099983,241,5
4100205,191,7
4100639,182,8
4100691,4,1
4100701,282,7
4105756,59,1
4109358,53,3
4109361,53,3
4109525,113,1
4109674,6,1
4109705,282,2
4110070,107,2
4111795,118,2
4112103,189,1
4116606,230,5
4120920,78,1
4120966,213,5
4121000,92,1
4121040,106,2
4121063,88,3
4121074,21,1
4121110,161,5
4121114,40,4
4121152,72,3
4121848,19,1
4121884,195,1
4121896,108,6
4123812,185,4
4124080,21,1
4124227,78,1
4125392,94,2
4125810,26,4
4129568,57,1
4131648,108,5
4133444,26,1
4133453,599,2
4133611,166,3
4133621,321,5
4133647,79,2
4133679,276,1
4133704,22,2
4135244,118,5
4138192,167,2
4138257,108,2
4140999,78,3
4141031,86,3
4141118,86,2
4141639,32,1
4141669,51,3
4141703,119,1
4142176,57,1
4145798,166,2
4145808,8,2
4145810,226,11
4145818,213,3
4145998,155,4
4147337,1231,5
4147345,17,1
4149449,88,1
4149457,169,4
4149503,22,1
4150615,10,1
4150624,52,1
4153079,97,1
4153118,64,1
4153127,92,2
4153137,244,2
4153145,289,2
4153177,167,11
4153205,66,2
4153208,162,3
4153224,279,6
4153230,87,3
4153234,310,2
4153250,150,4
4154412,121,1
4157227,54,1
4157240,80,7
4157246,156,2
4157278,36,1
4157283,62,1
4157315,26,1
4157323,15,2
4157330,184,4
4157344,111,4
4157419,12,1
4157430,293,3
4157438,112,1
4157442,96,2
4157447,184,1
4157460,58,2
4157468,367,11
4157477,93,1
4157575,6,1
4158612,41,1
4158868,66,4
4161468,90,1
4161479,150,3
4163051,145,1
4168462,72,2
4168562,166,9
4168775,237,1
4169256,65,1
4171641,285,3
4171692,169,7
4172199,99,2
4172256,5,1
4172332,13,1
4172398,145,3
4173723,80,3
4177061,98,1
4177504,284,4
4177696,189,1
4177740,47,3
4177764,277,3
4177796,323,4
4177820,16,1
4184503,77,2
4184514,256,7
4188518,55,3
4189079,5,1
4189144,179,7
4189164,6,1
4189492,207,5
4191372,153,2
4192254,133,6
4192267,374,3
4192291,19,2
4192309,83,1
4192316,7,1
4192320,3,1
4192332,119,6
4192339,282,1
4192344,235,4
4192349,213,4
4192370,24,2
4192373,394,3
4192378,555,11
4192647,75,6
4195105,7,1
4200352,129,1
4200368,41,2
4200428,114,3
4208343,132,4
4208356,78,2
4208358,28,1
4208363,243,1
4208368,100,2
4208391,166,7
4208402,315,8
4208438,12,1
4208443,12,1
4208538,52,1
4208582,164,4
4208593,30,1
4210388,215,3
4211522,199,6
4211683,93,5
4213793,254,1
4213809,139,1
4213834,65,3
4213843,70,1
4213859,87,1
4213865,12,1
4213874,63,1
4213881,317,3
4223505,55,3
4225433,64,5
4225465,48,3
4229197,400,2
4231584,588,8
4231812,179,5
4234679,489,26
4235176,9,3
4235265,99,2
4235632,253,16
4235917,35,1
4235936,320,8
4235946,222,2
4235971,126,6
4236410,132,1
4239603,415,3
4243556,25,1
4243557,87,3
4243578,282,4
4244217,56,3
4244303,9,2
4244315,115,1
4244340,9,1
4244400,70,1
4244420,311,1
4244598,133,4
4245941,21,2
4246468,24,1
4246478,118,4
4246484,133,9
4246491,244,1
4246495,136,1
4248586,378,2
4248662,243,5
4249094,278,2
4251301,128,1
4256843,102,1
4257198,60,2
4257609,39,3
4257614,37,1
4257632,46,1
4257647,29,2
4257652,232,1
4257662,74,1
4257668,63,2
4260350,93,1
4260760,17,1
4263983,503,3
4264106,59,1
4264132,9,1
4264145,75,1
4264149,152,3
4264623,260,3
4265539,66,1
4267943,220,1
4267952,80,2
4267969,62,1
4268928,126,2
4269065,72,2
4269093,46,1
4269100,224,2
4269489,53,1
4269551,90,3
4269925,37,1
4270270,102,6
4270287,189,1
4272999,106,3
4273030,153,1
4273130,52,1
4273169,61,1
4274718,4,1
4274737,226,1
4275098,181,1
4275104,337,1
4275115,297,1
4275121,97,3
4275148,5,1
4275243,626,9
4276080,235,4
4276380,117,6
4276420,18,2
4276431,79,3
4276445,515,6
4276453,34,2
4276481,22,2
4276828,105,3
4276945,18,1
4277129,309,6
4277223,62,2
4277599,69,1
4280181,169,3
4280361,140,3
4280365,84,3
4280377,101,4
4280380,81,3
4280385,225,3
4280392,12,1
4280396,32,1
4280398,4,1
4280402,7,4
4281214,140,1
4281286,48,1
4281307,183,5
4281316,28,3
4281322,13,1
4281333,131,3
4281420,30,2
4282004,108,2
4282007,166,3
4282062,163,6
4282079,47,1
4282212,70,3
4282229,27,1
4282234,44,3
4282243,24,1
4282256,104,2
4282281,79,2
4284135,203,3
4284774,157,2
4284777,117,1
4284781,5,1
4284791,78,1
4284800,171,8
4285559,139,6
4285564,211,9
4285573,3,1
4285604,190,7
4285613,39,3
4287067,226,5
4288503,95,2
4288513,183,7
4288523,75,2
4288528,249,6
4288532,95,2
4290704,202,4
4292147,57,1
4292500,77,3
4292607,13,1
4292664,141,1
4292714,148,7
4292723,8,1
4293996,186,5
4294001,83,1
4294005,60,1
4294014,349,12
4294016,52,2
4294021,22,5
4294292,134,1
4296784,416,4
4297019,24,1
4297454,36,2
4297465,101,1
4297484,107,8
4298642,93,2
4298671,293,9
4298803,152,4
4298816,41,1
4298833,131,1
4298849,203,7
4298858,65,1
4298871,107,4
4298895,114,3
4298923,249,1
4299950,158,4
4305184,159,4
4306092,109,1
4306108,135,1
4306141,73,1
4307088,25,1
4307111,220,2
4307118,181,1
4307155,214,2
4307185,49,1
4307193,80,1
4307320,169,4
4309119,67,1
4309375,57,1
4309397,131,3
4311889,121,1
4315918,345,1
4317767,27,3
4327857,51,1
4327869,276,5
4327975,21,1
4328022,126,1
4328039,92,1
4328120,88,5
4328134,78,4
4331687,100,3
4332011,61,5
4332237,189,2
4332391,16,1
4332449,120,6
4332454,128,1
4332479,109,4
4332490,99,6
4332913,40,2
4332978,131,1
4333009,21,1
4333252,179,2
4333263,9,1
4333536,19,2
4333621,54,2
4333645,79,3
4333671,166,3
4334038,95,1
4334044,194,1
4335612,12,6
4335637,274,2
4335643,94,5
4335654,124,4
4335728,87,2
4335736,225,1
4335745,169,1
4335757,149,4
4335763,46,3
4336337,48,2
4336474,317,3
4336533,289,6
4337156,13,1
4337260,98,1
4337270,159,4
4337738,176,3
4337756,7,1
4337761,73,2
4337783,100,1
4337935,48,11
4338192,111,2
4338225,229,2
4341265,49,2
4341277,127,2
4341289,824,2
4341296,177,2
4341301,168,5
4341305,88,4
4341340,108,3
4341432,89,3
4341440,92,3
4341448,110,1
4342951,14,3
4343067,166,4
4343121,13,1
4343126,96,4
4343140,129,1
4343174,84,6
